ID,Fruta,Cantidad,Precio,Fecha
4115,Naranja,21,6.02,2024-10-05
4116,Mango,92,9.28,2024-06-12
4117,Uvilla,38,6.49,2025-11-12
4118,Mango,84,3.41,2025-08-03
4119,Manzana,33,13.9,2024-12-21
4120,Mango,94,8.61,2026-03-31
4121,Melón,4,8.54,2024-11-05
4122,Banano,55,4.53,2026-03-08
4123,Manzana,27,9.33,2025-11-25
4124,Pera,31,5.92,2026-05-26
4125,Mango,70,14.23,2025-09-13
4126,Naranja,35,2.26,2024-07-24
4127,Uva,53,14.85,2025-03-12
4128,Mango,50,14.35,2025-12-25
4129,Uva,61,14.37,2025-08-25
4130,Mango,95,6.19,2025-01-26
4131,Frutilla,53,13.28,2024-09-11
4132,Pera,64,7.87,2025-04-11
4133,Frutilla,21,8.76,2025-05-12
4134,Uvilla,49,12.38,2025-09-24
4135,Uva,83,11.18,2025-04-22
4136,Frutilla,47,12.71,2024-08-17
4137,Piña,59,3.5,2025-03-27
4138,Piña,99,5.18,2025-06-02
4139,Uva,3,8.84,2026-03-09
4140,Piña,53,1.36,2025-10-11
4141,Naranja,88,13.51,2025-04-11
4142,Uvilla,18,5.69,2025-05-26
4143,Frutilla,57,7.9,2026-03-31
4144,Manzana,88,12.15,2024-12-13
4145,Melón,55,8.06,2025-06-09
4146,Melón,63,0.66,2025-06-30
4147,Naranja,90,13.18,2024-10-11
4148,Frutilla,53,14.83,2024-09-29
4149,Pera,17,5.19,2024-12-21
4150,Naranja,85,4.12,2025-03-19
4151,Naranja,82,6.56,2025-11-01
4152,Frutilla,30,7.5,2024-09-10
4153,Uva,55,6.4,2026-03-10
4154,Manzana,89,4.35,2025-07-04
4155,Frutilla,91,14.0,2025-09-09
4156,Frutilla,52,8.45,2024-08-10
4157,Naranja,57,10.91,2025-02-25
4158,Banano,85,7.13,2025-11-01
4159,Pera,21,14.42,2024-09-24
4160,Frutilla,96,1.14,2024-06-08
4161,Banano,22,1.95,2025-01-30
4162,Banano,92,12.73,2024-09-14
4163,Uvilla,78,13.62,2025-11-26
4164,Mango,5,13.97,2026-03-26
4165,Piña,9,10.89,2026-05-16
4166,Banano,63,1.4,2025-05-27
4167,Pera,64,5.28,2025-06-15
4168,Piña,66,13.55,2024-07-11
4169,Manzana,4,1.94,2024-06-09
4170,Piña,77,14.75,2024-11-29
4171,Piña,94,2.9,2024-10-22
4172,Uva,82,5.59,2024-10-22
4173,Naranja,82,3.68,2025-12-23
4174,Mango,32,7.75,2025-06-08
4175,Mango,85,14.02,2025-11-18
4176,Naranja,16,12.47,2024-11-11
4177,Banano,15,6.29,2025-06-17
4178,Uva,36,13.59,2024-09-16
4179,Uva,55,4.31,2025-02-23
4180,Banano,48,14.06,2025-08-06
4181,Naranja,32,9.43,2026-04-20
4182,Uvilla,2,9.92,2026-04-12
4183,Naranja,24,10.53,2025-07-05
4184,Melón,67,5.21,2024-06-07
4185,Piña,59,1.42,2025-07-17
4186,Frutilla,91,0.8,2024-11-12
4187,Uva,77,2.92,2025-12-04
4188,Manzana,70,2.41,2024-10-09
4189,Mango,39,4.23,2025-02-24
4190,Frutilla,90,9.45,2025-02-14
4191,Pera,78,3.67,2025-12-28
4192,Piña,96,14.58,2026-03-01
4193,Uvilla,49,11.79,2025-08-17
4194,Uvilla,78,10.43,2025-01-05
4195,Pera,19,4.72,2025-07-11
4196,Uva,82,5.16,2024-10-09
4197,Melón,50,6.75,2025-04-04
4198,Pera,23,7.98,2025-01-07
4199,Manzana,72,12.35,2026-01-18
4200,Melón,15,13.87,2025-12-05
4201,Frutilla,29,2.87,2025-04-03
4202,Naranja,86,10.34,2026-01-01
4203,Melón,18,7.69,2025-11-11
4204,Manzana,21,4.57,2025-09-24
4205,Frutilla,63,5.96,2026-05-02
4206,Uvilla,92,1.77,2024-08-20
4207,Banano,19,14.42,2025-02-12
4208,Pera,57,10.57,2025-04-19
4209,Manzana,5,14.2,2026-03-26
4210,Manzana,51,7.05,2025-07-31
4211,Manzana,3,2.55,2025-09-04
4212,Mango,75,3.33,2025-03-25
4213,Frutilla,54,9.88,2025-10-30
4214,Naranja,49,8.97,2026-04-30
4215,Banano,31,8.44,2025-07-21
4216,Mango,93,14.95,2025-09-09
4217,Uva,61,9.57,2025-03-04
4218,Piña,88,6.75,2025-06-29
4219,Mango,33,11.14,2026-02-24
4220,Uvilla,15,1.28,2025-05-15
4221,Frutilla,56,12.01,2026-04-25
4222,Naranja,66,1.51,2024-10-24
4223,Frutilla,47,1.21,2025-05-31
4224,Banano,54,3.17,2025-12-16
4225,Uva,55,3.58,2025-09-11
4226,Piña,87,8.78,2025-01-29
4227,Melón,99,3.53,2026-04-21
4228,Uvilla,15,13.58,2024-12-11
4229,Pera,89,14.0,2025-10-06
4230,Uvilla,89,11.23,2025-10-03
4231,Melón,33,4.74,2025-07-27
4232,Piña,6,5.0,2025-04-08
4233,Mango,26,11.14,2025-02-23
4234,Naranja,80,11.7,2025-12-13
4235,Uva,34,13.65,2026-02-08
4236,Naranja,79,0.52,2025-01-26
4237,Mango,15,12.32,2024-08-19
4238,Piña,69,7.13,2024-10-06
4239,Uvilla,72,9.56,2024-09-15
4240,Manzana,96,13.16,2026-01-09
4241,Frutilla,70,6.55,2025-02-11
4242,Naranja,84,5.43,2025-10-15
4243,Mango,2,8.54,2025-03-15
4244,Frutilla,46,1.57,2026-04-18
4245,Piña,88,6.77,2024-08-15
4246,Naranja,57,10.31,2025-03-17
4247,Banano,70,8.69,2026-04-11
4248,Naranja,20,13.91,2025-05-21
4249,Uvilla,93,12.19,2026-02-23
4250,Manzana,39,12.83,2024-12-31
4251,Pera,47,13.05,2026-03-30
4252,Uva,74,9.93,2025-10-30
4253,Pera,35,10.53,2024-08-19
4254,Manzana,89,13.19,2025-04-26
4255,Uva,24,6.72,2024-07-01
4256,Melón,10,6.38,2024-11-08
4257,Frutilla,56,2.61,2024-08-19
4258,Piña,34,0.51,2024-06-12
4259,Uvilla,81,6.79,2025-10-03
4260,Mango,34,4.3,2025-10-20
4261,Naranja,69,1.97,2024-07-02
4262,Uva,65,3.52,2025-03-12
4263,Frutilla,40,6.19,2025-11-17
4264,Mango,37,2.0,2026-05-19
4265,Frutilla,26,6.47,2026-04-20
4266,Melón,87,12.92,2026-02-10
4267,Pera,39,12.15,2026-03-31
4268,Banano,56,13.86,2025-02-22
4269,Melón,38,1.96,2025-10-19
4270,Naranja,75,8.91,2024-10-03
4271,Banano,51,3.67,2025-06-13
4272,Frutilla,69,7.07,2025-11-26
4273,Melón,43,1.12,2025-05-24
4274,Banano,24,3.93,2026-03-20
4275,Frutilla,36,7.3,2025-10-27
4276,Banano,65,6.69,2025-06-03
4277,Piña,58,8.89,2025-06-13
4278,Banano,31,11.38,2024-07-20
4279,Manzana,82,3.36,2026-04-26
4280,Frutilla,87,13.57,2025-09-09
4281,Banano,74,12.58,2024-08-09
4282,Piña,80,11.82,2024-12-19
4283,Manzana,57,5.94,2024-07-30
4284,Uva,24,5.65,2024-10-01
4285,Piña,86,2.85,2025-12-29
4286,Naranja,99,6.91,2025-09-28
4287,Frutilla,74,5.26,2025-09-19
4288,Uva,12,9.88,2025-07-24
4289,Mango,8,3.11,2024-05-28
4290,Manzana,66,2.34,2025-12-28
4291,Mango,67,0.99,2025-05-23
4292,Naranja,89,0.96,2025-11-26
4293,Melón,100,10.7,2025-02-09
4294,Melón,19,6.65,2024-07-02
4295,Uva,64,7.4,2025-09-03
4296,Naranja,26,2.78,2024-08-30
4297,Uvilla,75,9.62,2024-10-30
4298,Naranja,18,2.09,2025-12-17
4299,Naranja,45,13.67,2025-02-13
4300,Banano,73,8.23,2024-09-10
4301,Piña,20,13.07,2025-11-19
4302,Manzana,34,10.87,2025-06-24
4303,Naranja,17,14.08,2025-08-26
4304,Mango,9,1.25,2026-01-20
4305,Banano,49,4.3,2025-05-01
4306,Uva,10,5.34,2024-06-26
4307,Pera,80,11.84,2025-01-08
4308,Piña,66,3.61,2025-03-27
4309,Manzana,18,1.22,2025-09-05
4310,Banano,30,10.55,2025-03-14
4311,Melón,74,7.28,2025-10-20
4312,Naranja,89,5.47,2024-06-16
4313,Piña,41,14.25,2024-09-29
4314,Piña,52,7.47,2025-06-12
4315,Manzana,61,11.92,2025-01-07
4316,Uvilla,59,4.63,2024-11-23
4317,Pera,68,8.59,2024-10-01
4318,Piña,27,1.96,2025-02-18
4319,Banano,2,7.04,2024-07-03
4320,Mango,88,4.83,2025-09-11
4321,Piña,76,12.73,2024-08-21
4322,Mango,53,3.8,2025-09-16
4323,Manzana,92,13.96,2024-12-04
4324,Frutilla,87,7.47,2026-02-27
4325,Frutilla,96,5.81,2025-07-14
4326,Uvilla,14,4.21,2026-02-04
4327,Uvilla,33,11.42,2025-07-26
4328,Manzana,34,13.21,2025-04-11
4329,Melón,18,10.7,2025-11-03
4330,Uva,50,4.37,2025-07-16
4331,Uva,66,7.32,2025-09-10
4332,Naranja,73,1.35,2024-06-14
4333,Banano,70,14.54,2024-12-03
4334,Manzana,33,2.58,2026-03-29
4335,Banano,8,5.69,2025-10-08
4336,Frutilla,87,1.02,2025-04-15
4337,Manzana,32,8.17,2025-06-21
4338,Piña,75,4.98,2025-11-07
4339,Uva,1,13.74,2026-01-30
4340,Mango,79,11.08,2024-10-05
4341,Naranja,93,9.71,2024-10-25
4342,Piña,35,5.43,2024-11-16
4343,Banano,61,10.68,2025-01-13
4344,Uva,37,7.06,2026-05-15
4345,Uvilla,54,13.45,2025-12-27
4346,Uva,44,7.9,2026-02-19
4347,Uva,73,0.61,2024-11-21
4348,Piña,54,7.95,2026-04-17
4349,Uvilla,28,3.63,2024-11-03
4350,Uva,4,6.03,2025-08-09
4351,Melón,90,4.05,2025-05-22
4352,Melón,40,1.5,2025-11-16
4353,Piña,98,3.41,2025-06-27
4354,Melón,28,14.62,2024-08-29
4355,Piña,89,14.9,2024-07-29
4356,Uvilla,10,14.87,2025-11-20
4357,Manzana,53,6.45,2025-05-04
4358,Banano,7,13.26,2026-01-01
4359,Piña,58,8.44,2026-03-25
4360,Banano,69,4.81,2025-11-06
4361,Frutilla,34,9.32,2024-08-06
4362,Pera,58,7.57,2025-09-19
4363,Uvilla,90,11.43,2025-04-15
4364,Uva,77,3.58,2026-04-21
4365,Pera,92,6.24,2025-07-04
4366,Piña,29,8.05,2024-09-08
4367,Naranja,93,10.72,2025-11-14
4368,Uva,44,1.07,2025-12-30
4369,Frutilla,48,12.99,2025-09-19
4370,Uva,73,11.42,2026-02-01
4371,Uva,56,3.1,2024-08-25
4372,Frutilla,1,11.82,2025-11-04
4373,Manzana,4,8.02,2025-03-09
4374,Mango,27,12.78,2025-05-18
4375,Mango,26,11.54,2026-04-07
4376,Mango,14,4.95,2025-11-13
4377,Uva,37,2.87,2026-01-10
4378,Pera,65,11.46,2025-04-12
4379,Frutilla,5,4.34,2026-03-12
4380,Banano,59,13.52,2024-10-30
4381,Mango,34,3.69,2025-03-03
4382,Manzana,81,7.83,2024-06-10
4383,Uvilla,3,4.96,2025-07-16
4384,Frutilla,10,7.15,2026-03-06
4385,Frutilla,71,10.37,2025-04-18
4386,Naranja,6,9.94,2024-10-06
4387,Uvilla,50,3.87,2025-12-28
4388,Uva,28,8.27,2026-02-17
4389,Banano,17,2.31,2025-02-14
4390,Melón,55,4.77,2024-06-22
4391,Frutilla,94,7.42,2026-04-05
4392,Uvilla,2,2.6,2025-06-28
4393,Piña,62,2.6,2025-12-29
4394,Piña,23,12.93,2024-10-19
4395,Naranja,73,9.29,2024-07-18
4396,Melón,35,1.74,2024-05-31
4397,Uva,39,6.01,2025-04-17
4398,Naranja,75,4.12,2025-12-03
4399,Mango,77,1.92,2025-01-02
4400,Frutilla,25,4.42,2025-06-27
4401,Pera,41,4.37,2025-01-23
4402,Pera,75,13.47,2025-01-16
4403,Manzana,18,9.08,2026-03-06
4404,Frutilla,62,8.73,2025-02-18
4405,Uva,62,4.71,2026-02-09
4406,Pera,1,4.4,2025-10-24
4407,Pera,20,8.34,2024-06-01
4408,Piña,32,13.94,2025-01-15
4409,Uva,52,8.16,2025-06-27
4410,Piña,96,2.49,2024-07-05
4411,Mango,14,6.82,2026-05-24
4412,Frutilla,83,2.83,2024-11-26
4413,Uvilla,17,10.36,2025-06-15
4414,Uvilla,43,10.72,2026-02-26
4415,Piña,81,6.96,2026-02-13
4416,Melón,13,2.4,2026-03-07
4417,Melón,44,2.94,2024-09-05
4418,Uva,67,4.7,2024-12-16
4419,Manzana,21,10.46,2026-04-17
4420,Manzana,26,7.87,2024-11-22
4421,Uvilla,49,5.3,2025-01-17
4422,Pera,15,4.53,2024-06-20
4423,Melón,46,4.44,2025-11-07
4424,Naranja,22,14.49,2024-09-20
4425,Piña,37,1.61,2024-08-03
4426,Banano,4,14.52,2025-10-09
4427,Piña,85,2.09,2025-02-07
4428,Melón,20,3.79,2025-02-11
4429,Manzana,33,9.55,2025-11-02
4430,Uvilla,63,9.18,2025-05-12
4431,Pera,82,3.1,2026-03-02
4432,Frutilla,50,14.39,2025-03-02
4433,Naranja,95,1.76,2024-08-20
4434,Uvilla,80,10.7,2025-03-16
4435,Frutilla,7,1.46,2025-06-29
4436,Piña,96,14.24,2024-09-04
4437,Uvilla,44,5.63,2026-04-08
4438,Uva,68,5.76,2024-07-21
4439,Uvilla,36,13.22,2026-01-19
4440,Banano,62,12.28,2024-07-31
4441,Naranja,85,2.79,2025-03-07
4442,Mango,92,6.45,2025-06-14
4443,Naranja,32,10.84,2025-10-30
4444,Melón,25,14.02,2024-06-03
4445,Piña,57,7.68,2024-10-03
4446,Uvilla,16,7.19,2025-02-13
4447,Manzana,34,1.94,2025-06-27
4448,Manzana,64,10.28,2026-02-16
4449,Naranja,30,5.88,2025-01-24
4450,Pera,93,11.66,2024-11-19
4451,Uvilla,74,7.28,2025-12-18
4452,Piña,70,4.16,2025-04-07
4453,Mango,8,6.28,2026-01-16
4454,Banano,31,1.51,2026-03-13
4455,Uva,98,6.43,2025-09-19
4456,Uva,73,4.14,2025-10-14
4457,Melón,25,5.57,2025-01-16
4458,Naranja,70,12.31,2025-03-04
4459,Pera,62,11.11,2025-07-19
4460,Melón,28,1.54,2024-07-22
4461,Uvilla,6,9.73,2026-01-22
4462,Manzana,57,1.89,2024-09-16
4463,Naranja,46,14.16,2026-01-10
4464,Melón,14,11.71,2026-05-22
4465,Frutilla,9,11.74,2025-08-26
4466,Melón,91,10.84,2025-03-31
4467,Mango,8,10.56,2025-04-30
4468,Piña,57,10.82,2025-07-08
4469,Frutilla,25,8.09,2025-08-08
4470,Manzana,99,6.95,2025-09-19
4471,Frutilla,43,10.83,2026-03-25
4472,Naranja,22,1.76,2025-02-16
4473,Melón,13,7.69,2026-02-07
4474,Uvilla,81,13.11,2026-04-17
4475,Uvilla,65,9.17,2026-01-22
4476,Manzana,100,7.43,2024-12-09
4477,Uva,57,11.08,2024-11-23
4478,Mango,85,14.65,2024-07-16
4479,Uvilla,47,6.89,2024-09-14
4480,Uva,39,0.75,2025-11-04
4481,Frutilla,81,9.34,2024-12-25
4482,Banano,37,3.96,2024-07-23
4483,Pera,93,0.54,2025-08-12
4484,Frutilla,31,0.72,2024-11-11
4485,Pera,77,4.08,2025-08-01
4486,Mango,66,7.49,2026-02-01
4487,Mango,67,13.86,2025-06-24
4488,Manzana,31,9.69,2025-05-04
4489,Naranja,95,14.19,2024-10-21
4490,Pera,88,2.4,2025-05-02
4491,Mango,53,14.39,2025-12-13
4492,Piña,69,13.37,2025-07-16
4493,Uva,99,5.14,2026-04-12
4494,Piña,7,6.68,2025-04-15
4495,Manzana,29,8.23,2026-03-15
4496,Piña,91,8.36,2026-03-23
4497,Uva,13,5.31,2024-10-30
4498,Frutilla,90,3.58,2026-04-03
4499,Naranja,2,8.58,2025-06-05
4500,Uva,18,8.98,2024-07-05
4501,Melón,45,1.82,2025-12-18
4502,Uva,1,1.45,2026-01-09
4503,Frutilla,25,14.7,2025-04-16
4504,Manzana,34,11.29,2025-12-20
4505,Manzana,39,14.54,2026-01-25
4506,Pera,22,1.03,2024-07-08
4507,Pera,14,3.35,2026-04-26
4508,Mango,95,4.96,2025-06-19
4509,Melón,56,11.7,2025-01-02
4510,Uvilla,70,4.65,2024-09-03
4511,Piña,19,3.57,2025-05-06
4512,Naranja,87,8.61,2025-06-07
4513,Uva,71,6.93,2026-01-12
4514,Uva,29,11.39,2026-05-25
4515,Pera,61,8.56,2024-10-01
4516,Banano,48,10.79,2024-09-21
4517,Uva,87,12.15,2025-05-29
4518,Mango,97,6.13,2025-09-16
4519,Manzana,2,7.38,2025-03-10
4520,Uvilla,71,6.24,2025-07-15
4521,Pera,61,10.46,2025-04-28
4522,Banano,37,4.42,2025-12-23
4523,Mango,24,8.74,2024-08-26
4524,Frutilla,23,12.68,2025-05-15
4525,Piña,86,1.03,2025-06-04
4526,Manzana,49,0.75,2024-11-23
4527,Mango,86,3.56,2026-01-25
4528,Frutilla,50,1.41,2024-12-31
4529,Frutilla,67,8.76,2025-01-31
4530,Frutilla,7,7.46,2026-04-22
4531,Manzana,31,2.48,2025-10-01
4532,Frutilla,42,8.69,2025-08-27
4533,Banano,25,14.05,2025-03-05
4534,Melón,34,1.11,2025-07-04
4535,Frutilla,57,10.72,2025-10-27
4536,Piña,62,11.71,2024-08-16
4537,Uvilla,45,7.22,2025-02-02
4538,Melón,29,14.83,2025-07-10
4539,Banano,2,6.05,2026-05-17
4540,Melón,36,9.44,2025-10-26
4541,Banano,16,2.66,2024-11-23
4542,Uva,45,12.26,2025-09-28
4543,Uva,43,2.84,2025-06-17
4544,Banano,40,10.08,2025-05-03
4545,Uva,63,11.29,2025-02-06
4546,Frutilla,2,6.71,2025-03-20
4547,Piña,79,9.49,2025-05-10
4548,Manzana,29,5.56,2024-10-19
4549,Frutilla,20,4.05,2024-08-06
4550,Uvilla,38,1.73,2024-10-01
4551,Mango,37,4.41,2024-07-04
4552,Manzana,80,7.96,2024-07-25
4553,Frutilla,84,11.99,2026-04-07
4554,Naranja,32,8.95,2025-04-11
4555,Uva,98,8.06,2025-06-13
4556,Banano,81,14.26,2024-12-14
4557,Manzana,73,10.83,2024-10-22
4558,Manzana,40,5.26,2025-01-12
4559,Piña,38,12.69,2025-11-06
4560,Pera,2,12.12,2026-04-23
4561,Manzana,93,7.84,2024-09-12
4562,Pera,34,10.12,2025-08-25
4563,Manzana,92,4.12,2026-05-16
4564,Piña,66,11.13,2025-12-06
4565,Frutilla,24,7.15,2025-10-21
4566,Naranja,56,12.35,2025-11-19
4567,Frutilla,21,7.52,2025-10-01
4568,Uva,14,14.78,2025-03-21
4569,Melón,92,3.03,2025-09-19
4570,Pera,93,1.53,2024-11-19
4571,Uvilla,53,10.8,2025-05-07
4572,Melón,95,6.45,2025-09-20
4573,Melón,1,6.56,2026-04-16
4574,Mango,84,8.95,2026-05-09
4575,Naranja,33,6.21,2026-01-22
4576,Piña,32,0.82,2025-08-19
4577,Manzana,66,2.79,2024-08-24
4578,Pera,93,3.27,2026-01-28
4579,Naranja,37,1.19,2024-11-29
4580,Uvilla,67,11.77,2026-05-07
4581,Melón,60,8.24,2026-03-05
4582,Uva,19,0.83,2025-04-18
4583,Banano,76,13.3,2025-11-27
4584,Banano,41,9.76,2025-12-24
4585,Frutilla,69,7.1,2024-12-26
4586,Naranja,40,10.62,2026-03-07
4587,Naranja,27,14.72,2025-04-16
4588,Uva,65,11.12,2024-09-10
4589,Uvilla,68,12.58,2025-08-14
4590,Mango,61,9.96,2025-10-30
4591,Mango,82,9.53,2024-09-20
4592,Uvilla,22,4.24,2025-04-11
4593,Manzana,2,12.99,2025-01-14
4594,Banano,14,12.11,2025-03-23
4595,Pera,79,12.09,2024-07-27
4596,Uva,93,7.31,2025-08-31
4597,Uva,3,9.26,2026-04-04
4598,Banano,85,12.46,2025-02-23
4599,Uvilla,72,10.85,2024-12-02
4600,Banano,56,5.75,2025-06-18
4601,Frutilla,38,7.32,2025-12-26
4602,Banano,33,11.08,2024-07-13
4603,Manzana,92,9.51,2025-04-25
4604,Uva,23,10.66,2024-06-12
4605,Uvilla,87,2.8,2024-05-28
4606,Naranja,61,8.59,2026-04-02
4607,Uva,16,6.2,2026-05-11
4608,Manzana,19,14.52,2024-06-11
4609,Mango,78,0.62,2025-07-17
4610,Pera,50,9.91,2025-08-19
4611,Banano,34,7.19,2025-07-04
4612,Uva,24,4.32,2025-03-28
4613,Melón,92,2.92,2025-02-28
4614,Uva,26,5.45,2025-05-09
4615,Mango,40,10.91,2025-03-26
4616,Naranja,38,3.76,2025-04-09
4617,Melón,14,3.69,2025-06-13
4618,Banano,16,7.74,2024-10-21
4619,Mango,77,2.37,2024-08-17
4620,Melón,16,5.42,2024-12-27
4621,Melón,86,11.65,2024-07-12
4622,Frutilla,38,11.51,2024-10-17
4623,Uvilla,92,7.76,2026-05-27
4624,Pera,41,10.62,2025-08-11
4625,Uva,18,0.61,2025-07-10
4626,Frutilla,77,6.33,2024-09-23
4627,Uva,42,9.44,2025-09-26
4628,Mango,36,0.72,2024-12-08
4629,Pera,90,12.73,2024-10-14
4630,Frutilla,67,14.53,2025-08-10
4631,Melón,39,1.73,2025-04-06
4632,Uvilla,78,6.07,2025-06-23
4633,Uva,37,0.88,2024-08-09
4634,Mango,54,9.46,2026-03-28
4635,Manzana,91,8.2,2026-01-22
4636,Uva,67,5.3,2026-01-21
4637,Piña,88,11.11,2025-07-17
4638,Uva,27,2.65,2026-02-25
4639,Naranja,88,10.21,2025-02-17
4640,Uva,97,14.53,2025-07-29
4641,Piña,36,9.56,2024-12-29
4642,Mango,25,14.89,2026-03-29
4643,Naranja,68,0.89,2024-08-12
4644,Melón,99,14.46,2025-09-10
4645,Manzana,63,10.52,2026-03-05
4646,Frutilla,35,6.37,2024-08-10
4647,Naranja,61,13.75,2026-05-19
4648,Uva,17,5.05,2024-08-12
4649,Mango,57,14.71,2024-06-15
4650,Uvilla,43,8.45,2025-04-18
4651,Piña,83,11.92,2025-05-12
4652,Mango,66,3.79,2025-10-05
4653,Pera,25,11.87,2026-03-22
4654,Melón,2,4.39,2024-10-09
4655,Naranja,25,0.87,2025-03-31
4656,Manzana,97,11.33,2024-06-07
4657,Frutilla,27,12.33,2024-12-08
4658,Manzana,60,13.66,2025-01-05
4659,Pera,11,13.21,2025-01-24
4660,Uvilla,49,2.58,2024-06-04
4661,Uva,39,6.24,2025-12-13
4662,Uva,60,7.53,2025-11-07
4663,Naranja,83,13.16,2025-11-26
4664,Uvilla,69,7.96,2024-10-14
4665,Mango,37,13.64,2025-03-27
4666,Manzana,61,3.55,2025-01-25
4667,Frutilla,74,6.66,2024-07-17
4668,Banano,77,3.51,2024-10-20
4669,Frutilla,87,1.32,2025-01-08
4670,Piña,35,3.36,2026-04-20
4671,Mango,93,10.3,2025-11-16
4672,Pera,77,4.88,2026-03-11
4673,Piña,15,10.16,2026-01-18
4674,Piña,20,12.41,2024-11-02
4675,Melón,54,13.64,2025-02-22
4676,Uva,12,4.79,2024-07-16
4677,Piña,72,6.15,2024-12-28
4678,Uva,83,3.64,2025-12-10
4679,Pera,98,9.61,2026-01-27
4680,Uva,40,1.53,2025-08-18
4681,Mango,49,5.89,2025-04-07
4682,Naranja,91,3.05,2024-10-17
4683,Manzana,87,5.9,2025-07-05
4684,Pera,4,11.79,2025-11-08
4685,Manzana,9,11.74,2025-10-15
4686,Pera,90,13.71,2026-01-27
4687,Uva,30,6.21,2024-12-25
4688,Mango,50,13.23,2026-02-10
4689,Frutilla,7,4.03,2025-09-11
4690,Uva,38,6.33,2026-02-02
4691,Mango,41,7.37,2026-05-13
4692,Banano,87,8.36,2025-12-14
4693,Frutilla,16,1.05,2026-04-18
4694,Frutilla,75,13.04,2026-03-18
4695,Piña,81,2.9,2025-12-28
4696,Pera,27,13.3,2025-04-22
4697,Naranja,64,13.1,2024-08-14
4698,Uva,53,1.92,2024-08-25
4699,Pera,62,9.3,2025-12-28
4700,Melón,85,10.04,2025-07-04
4701,Uva,28,13.47,2025-08-01
4702,Banano,40,10.85,2025-04-16
4703,Piña,24,5.14,2025-09-03
4704,Uva,10,14.63,2025-09-04
4705,Frutilla,19,11.67,2025-05-25
4706,Melón,93,10.13,2025-04-07
4707,Manzana,94,0.59,2025-10-16
4708,Uvilla,80,10.74,2025-01-01
4709,Uva,36,13.23,2025-07-25
4710,Piña,60,12.99,2024-12-02
4711,Manzana,49,8.92,2024-08-04
4712,Banano,61,8.67,2025-10-09
4713,Pera,54,7.78,2026-04-14
4714,Manzana,20,3.21,2025-07-16
4715,Mango,64,9.94,2025-01-25
4716,Mango,3,1.99,2025-02-08
4717,Banano,43,7.73,2024-06-27
4718,Piña,68,13.16,2024-06-25
4719,Banano,15,11.31,2024-09-21
4720,Manzana,64,0.52,2025-02-19
4721,Melón,42,1.71,2025-12-26
4722,Uvilla,27,0.98,2025-03-26
4723,Uvilla,23,10.53,2026-02-11
4724,Melón,28,1.2,2024-10-02
4725,Manzana,5,8.24,2024-11-04
4726,Uvilla,94,10.48,2024-12-11
4727,Manzana,100,2.7,2024-11-20
4728,Frutilla,34,1.6,2025-01-09
4729,Naranja,37,2.11,2025-06-08
4730,Frutilla,32,1.2,2024-07-24
4731,Naranja,15,10.28,2025-12-19
4732,Uvilla,33,4.89,2024-07-25
4733,Manzana,55,7.58,2025-06-17
4734,Melón,13,8.65,2026-03-26
4735,Naranja,23,3.15,2025-02-04
4736,Naranja,73,5.2,2026-04-30
4737,Banano,41,4.44,2025-09-20
4738,Uva,79,8.4,2025-01-06
4739,Manzana,74,14.15,2024-09-23
4740,Banano,67,7.79,2026-05-05
4741,Pera,75,11.37,2025-12-28
4742,Manzana,35,12.25,2025-03-01
4743,Melón,18,7.42,2024-06-24
4744,Mango,34,6.41,2024-12-09
4745,Uva,12,4.49,2024-12-20
4746,Melón,30,13.56,2024-07-06
4747,Uvilla,33,14.12,2024-08-15
4748,Melón,94,11.19,2025-09-16
4749,Uva,92,13.34,2025-09-03
4750,Banano,35,3.24,2025-12-11
4751,Pera,40,7.95,2025-01-04
4752,Uvilla,69,12.35,2024-09-05
4753,Pera,50,8.51,2025-11-17
4754,Frutilla,79,14.4,2024-08-22
4755,Banano,50,10.75,2025-10-21
4756,Uvilla,39,1.64,2024-08-08
4757,Banano,77,14.01,2026-05-18
4758,Manzana,89,3.13,2025-05-09
4759,Uvilla,32,9.17,2025-08-12
4760,Frutilla,53,7.24,2025-09-29
4761,Pera,66,14.25,2025-06-21
4762,Melón,62,8.52,2024-09-18
4763,Banano,26,9.99,2025-12-22
4764,Pera,91,9.95,2025-05-19
4765,Naranja,30,7.39,2025-09-06
4766,Melón,36,12.47,2025-02-05
4767,Pera,13,8.32,2024-09-21
4768,Piña,49,12.65,2025-12-03
4769,Banano,59,10.14,2024-08-07
4770,Naranja,44,10.43,2025-02-18
4771,Mango,24,10.79,2025-11-04
4772,Manzana,18,2.62,2025-04-10
4773,Manzana,39,9.05,2025-04-20
4774,Naranja,73,9.24,2024-12-13
4775,Naranja,55,9.06,2025-10-28
4776,Pera,35,7.02,2024-06-15
4777,Pera,21,4.29,2025-11-25
4778,Piña,48,4.02,2024-12-19
4779,Melón,85,1.4,2025-07-24
4780,Piña,46,14.1,2025-12-13
4781,Melón,98,14.48,2026-03-12
4782,Pera,44,6.24,2025-09-15
4783,Naranja,64,13.58,2025-10-25
4784,Banano,34,9.69,2025-06-20
4785,Banano,29,6.99,2024-08-14
4786,Manzana,73,14.23,2025-04-28
4787,Naranja,99,10.33,2024-07-13
4788,Uvilla,27,2.51,2026-02-13
4789,Naranja,92,7.93,2025-09-07
4790,Melón,72,1.84,2025-02-07
4791,Melón,5,9.85,2024-10-27
